Inventory Number,Title,Note,Length,Width,Height,Weight,Seller Cost,Supplier,Bulbs Included,Bulb Type,Position,Attribute4Name,Partslink Number,OEM Number,Item SKU,Item SKU,
PLX-M0-20-9826-00-1-CL360A55,For Hyundai Elantra Headlight 2017 2018 Pair RH and LH Side HID 92101-F2300,"<b>EXACT FITMENT WITH THE FOLLOWING VEHICLES:</b><br/><br/>2017-2018 HYUNDAI ELANTRA::Limited Package; HID; w/AFS See Notes</br><br/><br/><b>PREMIUM AFTERMARKET REPLACEMENT PARTS:</b><br/>
<ul><li>Exact fit to original equipment manufacturer</li>
<li>All of our items are DOT and SAE certified</li></ul><br/>
<b>GUARANTEES AND WARRANTIES:</b><br/>
<ul><li>90-day satisfaction guarantee</li>
<li>1-year limited warranty</li></ul><br/>
<b>MADE TO LAST:</b><br/> 
<ul><li>This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity</li></ul><br/><b>Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br/><br/>  To ensure safe delivery, please note signature might be required for $200+ orders.</b>",31.1,13.11,21.5,19.88,803.22,TYC,Yes,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"HY2502207 , HY2503207",92101-F2300,20-9826-00,20-9825-00,
PLX-M0-20-9826-00-9-CL360A55,For Hyundai Elantra 2017 2018 Headlight Driver & Passenger Side Pair CAPA | HID,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: HID<br>- Lens Color: Clear, Amber<br>- Housing Material: Plastic<br>- Lens Material: Plastic<br>- Low Beam Bulb Type: HID D5S<br>- Certification: CAPA Certified<br><br><b>Product Interchange:</b><br>- Partslink Numbers: HY2502207, HY2503207<br>- OEM Numbers: 92101-F2300, 92102-F2300<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",31.34,13.11,23.38,21.54,845.56,TYC,,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"HY2502207 , HY2503207",92101-F2300,20-9826-00-9,20-9825-00-9,
PLX-M0-20-9826-00-CL360A55,For Hyundai Elantra Headlight 2017 2018 Pair Driver and Passenger Side HID,"<b>EXACT FITMENT WITH THE FOLLOWING VEHICLES:</b><br/><br/>2017-2018 HYUNDAI ELANTRA::Limited Package; HID; w/AFS See Notes</br><br/><br/><b>PREMIUM AFTERMARKET REPLACEMENT PARTS:</b><br/>
<ul><li>Exact fit to original equipment manufacturer</li>
<li>All of our items are DOT and SAE certified</li></ul><br/>
<b>GUARANTEES AND WARRANTIES:</b><br/>
<ul><li>90-day satisfaction guarantee</li>
<li>1-year limited warranty</li></ul><br/>
<b>MADE TO LAST:</b><br/> 
<ul><li>This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity</li></ul><br/><b>Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br/><br/>  To ensure safe delivery, please note signature might be required for $200+ orders.</b>",31.1,13.11,21.5,19.88,803.22,TYC,Yes,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"HY2502207 , HY2503207",92101-F2300,20-9826-00,20-9825-00,
PLX-M0-20-9830-01-1-CL360A1,For 2017 2018 Audi A4 allroad Headlight Assembly Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: AU2502203, AU2503203<br>OEM Number: 8W0 941 043 B, 8W0 941 044 B<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",27.41,13.11,21.46,19.32,740.88,TYC,,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"AU2502203 , AU2503203",8W0 941 043 B,20-9830-01,20-9829-01,
PLX-M0-20-9830-01-1-CL360A2,For 2017 2018 Audi A4 Headlight Assembly Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: AU2502203, AU2503203<br>OEM Number: 8W0 941 043 B, 8W0 941 044 B<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",27.41,13.11,21.46,19.32,740.88,TYC,,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"AU2502203 , AU2503203",8W0 941 043 B,20-9830-01,20-9829-01,
PLX-M0-20-9830-01-1-CL360A3,For 2017 2018 Audi S4 Headlight Assembly Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: AU2502203, AU2503203<br>OEM Number: 8W0 941 043 B, 8W0 941 044 B<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",27.41,13.11,21.46,19.32,740.88,TYC,,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"AU2502203 , AU2503203",8W0 941 043 B,20-9830-01,20-9829-01,
PLX-M0-20-9830-01-9-CL360A55,For Audi A4 2017 2018 Headlight Driver & Passenger Side Pair CAPA HID | Plastic,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: HID<br>- Lens Color: Clear<br>- Lens Material: Plastic<br>- Housing Material: Plastic<br>- Park Light Bulb Type: Same as DRL<br>- Front Side Marker Light Bulb Type: LED<br>- Daytime Running Light Bulb Type: LED<br>- Low Beam Bulb Type: HID D5S<br>- Certification: CAPA Certified<br><br><b>Product Interchange:</b><br>- Partslink Numbers: AU2502203, AU2503203<br>- OEM Numbers: 8W0 941 043 B, 8W0 941 044 B<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",26.18,14.88,21.02,20.84,835.88,TYC,,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"AU2502203 , AU2503203",8W0941043B,20-9830-01-9,20-9829-01-9,
PLX-M0-20-9830-01-9-CL360A56,For Audi A4 Allroad 2017 2018 2019 Headlight Driver & Passenger Side Pair | CAPA,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: HID<br>- Lens Color: Clear<br>- Lens Material: Plastic<br>- Housing Material: Plastic<br>- Park Light Bulb Type: Same as DRL<br>- Front Side Marker Light Bulb Type: LED<br>- Daytime Running Light Bulb Type: LED<br>- Low Beam Bulb Type: HID D5S<br>- Certification: CAPA Certified<br><br><b>Product Interchange:</b><br>- Partslink Numbers: AU2502203, AU2503203<br>- OEM Numbers: 8W0 941 043 B, 8W0 941 044 B<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",26.18,14.88,21.02,20.84,835.88,TYC,,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"AU2502203 , AU2503203",8W0941043B,20-9830-01-9,20-9829-01-9,
PLX-M0-20-9830-01-9-CL360A57,For Audi S4 2018 Headlight Driver & Passenger Side | Pair | CAPA | HID | Plastic,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: HID<br>- Lens Color: Clear<br>- Lens Material: Plastic<br>- Housing Material: Plastic<br>- Park Light Bulb Type: Same as DRL<br>- Front Side Marker Light Bulb Type: LED<br>- Daytime Running Light Bulb Type: LED<br>- Low Beam Bulb Type: HID D5S<br>- Certification: CAPA Certified<br><br><b>Product Interchange:</b><br>- Partslink Numbers: AU2502203, AU2503203<br>- OEM Numbers: 8W0 941 043 B, 8W0 941 044 B<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",26.18,14.88,21.02,20.84,835.88,TYC,,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"AU2502203 , AU2503203",8W0941043B,20-9830-01-9,20-9829-01-9,
PLX-M0-20-9830-01-CL360A55,For Audi A4/S4 Headlight 2017 2018 Pair Passenger & Driver Side HID AU2502203,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: AU2502203, AU2503203<br>OEM Number: 8W0 941 043 B, 8W0 941 044 B<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",27.41,13.11,21.46,19.32,795.1,TYC,No,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"AU2502203 , AU2503203",8W0 941 043 B,20-9830-01,20-9829-01,
PLX-M0-20-9832-00-9-CL360A55,For Audi A4/S4 2017-2019 Headlight Driver & Passenger Side | Pair | CAPA | LED,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: LED<br>- Lens Color: Clear<br>- Lens Material: Plastic<br>- Housing Material: Plastic<br>- High Beam Bulb Type: LED<br>- Park Light Bulb Type: LED<br>- Daytime Running Light Bulb Type: LED<br>- Front Side Marker Light Bulb Type: LED<br>- Front Signal Light Bulb Type: LED<br>- Low Beam Bulb Type: LED<br>- Certification: CAPA Certified<br><br><b>Product Interchange:</b><br>- Partslink Numbers: AU2502204, AU2503204<br>- OEM Numbers: 8W0 941 773 B, 8W0 941 774 B<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",27.17,15.28,23.38,25.52,1549.82,TYC,,LED,Driver and Passenger Side,PARTSLINK Number,"AU2502204 , AU2503204",8W0941773B,20-9832-00-9,20-9831-00-9,
PLX-M0-20-9832-00-CL360A55,For Audi A4/ A4 Allroad/S4 2017 2018 2019 Headlight Driver & Passenger Side Pair,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: LED<br>- Lens Color: Clear<br>- High Beam Bulb Type: LED<br>- Daytime Running Light Bulb Type: LED<br>- Front Side Marker Light Bulb Type: LED<br>- Front Signal Light Bulb Type: LED<br>- Housing Material: Plastic<br>- Lens Material: Plastic<br>- Park Light Bulb Type: LED<br><br><b>Product Interchange:</b><br>- Partslink Numbers: AU2502204, AU2503204<br>- OEM Numbers: 8W0 941 773 B, 8W0 941 774 B<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",27.17,15.28,23.38,25.64,1479.5,TYC,,LED,Driver and Passenger Side,PARTSLINK Number,"AU2502204 , AU2503204",8W0941773B,20-9832-00,20-9831-00,
PLX-M0-20-9834-00,For 2016 Volvo XC90 Headlight Driver and Passenger Side w/Bulbs Included,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: VO2502149, VO2503149<br>OEM Number: 31353139-4, 31353140-2<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",14.9,25.26,25.26,20.38,747.18,TYC,No,Halogen,Driver and Passenger Side,PARTSLINK Number,"VO2502149 , VO2503149",31353139-4,20-9834-00,20-9833-00,
PLX-M0-20-9834-00-CL360A1,For 2016-2019 Volvo XC90 Headlight Driver & Passenger Side Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: VO2502149, VO2503149<br>OEM Number: 31353139-4, 31353140-2<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",14.9,25.26,25.26,20.38,747.18,TYC,No,Halogen,Driver and Passenger Side,PARTSLINK Number,"VO2502149 , VO2503149",31353139-4,20-9834-00,20-9833-00,
PLX-M0-20-9866-00-1-CL360A1,For 2016 2017 2018 2019 Mazda CX-9 Headlight LED Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: MA2502148, MA2503148<br>OEM Number: TM52-51-0L0, TM52-51-0K0<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",26.58,14.92,23.38,21.4,508.9,TYC,,LED,Driver and Passenger Side,PARTSLINK Number,"MA2502148 , MA2503148",TM52-51-0L0,20-9866-00,20-9865-00,
PLX-M0-20-9866-00-9-CL360A55,For Mazda CX-9 2016-2023 Headlight Driver & Passenger Side Pair | CAPA | BI-LED,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: LED<br>- Lens Color: Clear, Amber<br>- Housing Material: Plastic<br>- Lens Material: Plastic<br>- Low Beam Bulb Type: LED<br>- Without Adaptive Headlights<br>- Certification: CAPA Certified<br><br><b>Product Interchange:</b><br>- Partslink Numbers: MA2502148, MA2503148<br>- OEM Numbers: TM52-51-0L0B, TM52-51-0K0B<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",27.17,15.28,23.38,20,602.68,TYC,,LED,Driver and Passenger Side,PARTSLINK Number,"MA2502148 , MA2503148",TM52-51-0L0B,20-9866-00-9,20-9865-00-9,
PLX-M0-20-9866-00-CL360A55,For Mazda CX-9 Headlight 2016-2020 Pair Passenger and Driver Side Bi-LED,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: MA2502148, MA2503148<br>OEM Number: TM52-51-0L0B, TM52-51-0K0B<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",26.58,14.92,23.38,21.4,569.52,TYC,Yes,LED,Driver and Passenger Side,PARTSLINK Number,"MA2502148 , MA2503148",TM52-51-0L0B,20-9866-00,20-9865-00,
PLX-M0-20-9868-00-9-CL360A55,For Mazda CX-9 2016-2023 Headlight Driver & Passenger Side | Pair | CAPA,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Lens Color: Clear<br>- Housing Material: PP Plastic<br>- Bulb Type: LED<br>- Daytime Running Light Bulb Type: LED<br>- Front Side Marker Light Bulb Type: LED<br>- Front Signal Light Bulb Type: LED<br>- Lens Material: PC Plastic<br>- Low Beam Bulb Type: LED<br>- High Beam Bulb Type: LED<br>- Park Light Bulb Type: LED<br>- Configuration: With AFS<br>- With Adaptive Headlights<br>- Certification: CAPA Certified<br><br><b>Product Interchange:</b><br>- Partslink Numbers: MA2518174, MA2519174<br>- OEM Numbers: TM55-51-041B, TM55-51-031B<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",28.62,16.93,24.8,28.7,985.04,TYC,,LED,Driver and Passenger Side,PARTSLINK Number,"MA2518174 , MA2519174",TM55-51-041B,20-9868-00-9,20-9867-00-9,
PLX-M0-20-9868-00-CL360A55,For Mazda CX-9 2016-2023 Headlight Driver & Passenger Side | Pair | Clear Lens,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: LED<br>- Lens Color: Clear<br>- Lens Material: PC Plastic<br>- Housing Material: PP Plastic<br>- Configuration: With AFS<br>- Daytime Running Light Bulb Type: LED<br>- Front Side Marker Light Bulb Type: LED<br>- Front Signal Light Bulb Type: LED<br>- Low Beam Bulb Type: LED<br>- High Beam Bulb Type: LED<br>- Park Light Bulb Type: LED<br><br><b>Product Interchange:</b><br>- Partslink Numbers: MA2518174, MA2519174<br>- OEM Numbers: TM55-51-041B, TM55-51-031B<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",28.62,16.93,24.8,28.72,932.94,TYC,,LED,Driver and Passenger Side,PARTSLINK Number,"MA2518174 , MA2519174",TM55-51-041B,20-9868-00,20-9867-00,
PLX-M0-20-9870-00-1-CL360A1,For 2017 2018 2019 Hyundai Santa Fe Headlight Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: HY2502211, HY2503211<br>OEM Number: 92101-B8530, 92102-B8530<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",31.93,14.06,21.74,25.02,462.34,TYC,,Halogen,Driver and Passenger Side,PARTSLINK Number,"HY2502211 , HY2503211",92101-B8530,20-9870-00,20-9869-00,
PLX-M0-20-9870-00-9-CL360A55,For Hyundai Santa Fe Headlight 2017 2018 Pair RH and LH Side CAPA HY2502211,"<b>EXACT FITMENT WITH THE FOLLOWING VEHICLES:</b><br/><br/>2017-2019 HYUNDAI SANTA FE::Halogen</br><br/><br/><b>PREMIUM AFTERMARKET REPLACEMENT PARTS:</b><br/>
<ul><li>Exact fit to original equipment manufacturer</li>
<li>All of our items are DOT and SAE certified</li></ul><br/>
<b>GUARANTEES AND WARRANTIES:</b><br/>
<ul><li>90-day satisfaction guarantee</li>
<li>1-year limited warranty</li></ul><br/>
<b>MADE TO LAST:</b><br/> 
<ul><li>This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity</li></ul><br/><b>Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br/><br/>  To ensure safe delivery, please note signature might be required for $200+ orders.</b>",31.93,14.06,21.74,25.56,506.64,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"HY2502211 , HY2503211",92101-B8530,20-9870-00-9,20-9869-00-9,
PLX-M0-20-9870-00-CL360A55,For Hyundai Santa Fe Headlight 2017 2018 Pair RH and LH Side Halogen HY2502211,"<b>EXACT FITMENT WITH THE FOLLOWING VEHICLES:</b><br/><br/>2017-2019 HYUNDAI SANTA FE::Halogen</br><br/><br/><b>PREMIUM AFTERMARKET REPLACEMENT PARTS:</b><br/>
<ul><li>Exact fit to original equipment manufacturer</li>
<li>All of our items are DOT and SAE certified</li></ul><br/>
<b>GUARANTEES AND WARRANTIES:</b><br/>
<ul><li>90-day satisfaction guarantee</li>
<li>1-year limited warranty</li></ul><br/>
<b>MADE TO LAST:</b><br/> 
<ul><li>This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity</li></ul><br/><b>Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br/><br/>  To ensure safe delivery, please note signature might be required for $200+ orders.</b>",31.93,14.06,21.74,25.02,462.34,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"HY2502211 , HY2503211",92101-B8530,20-9870-00,20-9869-00,
PLX-M0-20-9874-00-1,For 2017 Subaru Forester Headlight Driver and Passenger Side DOT w/Bulbs,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: SU2502158, SU2503158<br>OEM Number: 84001SG290, 84001SG280<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.5,24.32,24.32,20.1,135.54,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"SU2502158 , SU2503158",84001SG290,20-9874-00,20-9873-00,
PLX-M0-20-9874-00-1-CL360A1,For 2017 2018 Subaru Forester Headlight Driver & Passenger Side Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: SU2502158, SU2503158<br>OEM Number: 84001SG290, 84001SG280<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.5,24.32,24.32,20.1,135.54,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"SU2502158 , SU2503158",84001SG290,20-9874-00,20-9873-00,
PLX-M0-20-9874-00-9-CL360A1,For 2017 2018 Subaru Forester Headlight Assembly w/Bulbs Pair CAPA,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: SU2502158, SU2503158<br>OEM Number: 84001SG291, 84001SG281<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",30.63,15.5,24.32,19.62,283.8,TYC,,Halogen,Driver and Passenger Side,PARTSLINK Number,"SU2502158 , SU2503158",84001SG291,20-9874-00-9,20-9873-00-9,
PLX-M0-20-9874-00-CL360A55,For Subaru Forester Headlight 2017 2018 Pair Driver & Passenger Side Halogen,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: SU2502158, SU2503158<br>OEM Number: 84001SG291, 84001SG281<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",30.63,15.5,24.32,20.1,189.12,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"SU2502158 , SU2503158",84001SG291,20-9874-00,20-9873-00,
